name,nano,short1,short2
Alteromonas_macleodii,/projectnb/bf528/materials/project-1-genome-assembly/long_reads/B9NRXP_2_27126.fastq.gz,/projectnb/bf528/materials/project-1-genome-assembly/short_reads/B9NRXP_2_S106_R1_001.fastq.gz,/projectnb/bf528/materials/project-1-genome-assembly/short_reads/B9NRXP_2_S106_R2_001.fastq.gz
